A=7603 B=7038 C=5398 X=321795239 Y=6246062782 Z=19436890591 M=9086
A=4497 B=9009 C=8839 X=250684601 Y=5884880054 Z=66613719448 M=6505
A=7589 B=5307 C=7208 X=154761050 Y=4796129464 Z=64144659843 M=6752
A=7691 B=7596 C=5080 X=318260035 Y=9069347243 Z=91870180584 M=7478
A=8174 B=7970 C=7565 X=262860809 Y=9408220210 Z=39618441814 M=7978
A=7568 B=3409 C=8202 X=186998566 Y=9989565775 Z=98897684893 M=5715
A=4912 B=5415 C=5182 X=549162963 Y=7092878232 Z=31685289212 M=6313
A=9749 B=4166 C=8386 X=663676507 Y=7662013171 Z=65017894241 M=2296
A=2332 B=5187 C=6863 X=367179088 Y=6186434850 Z=22118247444 M=1014
A=5396 B=3446 C=6565 X=366282148 Y=5026346998 Z=56547001859 M=9585
A=2102 B=3162 C=9176 X=451129449 Y=6383595114 Z=65227673657 M=3951
A=8117 B=6001 C=7162 X=564493024 Y=2908309896 Z=99642634928 M=9647
A=4069 B=9622 C=7173 X=868948753 Y=7414891966 Z=87421820479 M=9535
A=9997 B=8493 C=6145 X=619417289 Y=8334046255 Z=15109488920 M=5357
A=8972 B=3912 C=9079 X=523033595 Y=4621165291 Z=29795594697 M=5016
A=3228 B=3871 C=8863 X=721027112 Y=1837862845 Z=86565433973 M=8605
A=7053 B=4146 C=9842 X=107525927 Y=9544772819 Z=57896375326 M=3628
A=6607 B=3726 C=6354 X=836105983 Y=5811603796 Z=71370104625 M=8109
A=3752 B=5919 C=9749 X=246308088 Y=1026349207 Z=52979448555 M=4324
A=2423 B=4046 C=5006 X=714270006 Y=4790984713 Z=84575070566 M=5467
A=3287 B=3861 C=8545 X=997382516 Y=2551465906 Z=17594737112 M=1630
A=3885 B=9374 C=8825 X=245002671 Y=8451508371 Z=57776992595 M=4744
A=6334 B=3863 C=6709 X=114084374 Y=4992305300 Z=60046675841 M=5563
A=4620 B=4463 C=5507 X=518374798 Y=9920730155 Z=18040364730 M=5797
A=4328 B=5667 C=9810 X=149428890 Y=3510973847 Z=41607723020 M=8586
A=7306 B=4394 C=9110 X=235097303 Y=1203685709 Z=12112612586 M=2673
A=8254 B=4296 C=6878 X=757658365 Y=1473052852 Z=44759513572 M=2454
A=6624 B=3132 C=6069 X=641144300 Y=7366439524 Z=71208531479 M=1253
A=5921 B=8808 C=7332 X=603546777 Y=1587681671 Z=46158562097 M=9460
A=5431 B=3017 C=5884 X=403048759 Y=7014760615 Z=80378423817 M=9738
A=4519 B=9663 C=7457 X=537158470 Y=9559479752 Z=62773667870 M=3719
A=7799 B=3778 C=8140 X=155225682 Y=9323562567 Z=70227155428 M=5106
A=5549 B=8619 C=5044 X=767934846 Y=2081984274 Z=57889116930 M=5724
A=4371 B=6668 C=8937 X=315837068 Y=8345141401 Z=17256050126 M=6070
A=9921 B=9961 C=7977 X=195841862 Y=7907415571 Z=74121801592 M=9648
A=8836 B=3919 C=7456 X=393631729 Y=7600870669 Z=52524055912 M=3896
A=7436 B=8349 C=7140 X=246746258 Y=8912405596 Z=87081147054 M=9599
A=7963 B=6247 C=5660 X=280200535 Y=5481980891 Z=60320476208 M=7984
A=8213 B=3075 C=7465 X=474628608 Y=7711163885 Z=30277990325 M=8890
A=2647 B=9837 C=6821 X=663509206 Y=8334587396 Z=47312094526 M=4016
A=9688 B=5322 C=8971 X=334819415 Y=9973533073 Z=13494531095 M=9865
A=5801 B=6220 C=9004 X=259766263 Y=8379934636 Z=44431949803 M=8619
A=9134 B=6838 C=6198 X=295702955 Y=5818562254 Z=50317830841 M=5668
A=2732 B=5800 C=9393 X=246422504 Y=8137319687 Z=41589137944 M=3191
A=6773 B=6324 C=9823 X=632067502 Y=5957835870 Z=40680296962 M=4643
A=5085 B=6319 C=9258 X=589062001 Y=5340516904 Z=58651906608 M=6295
A=4515 B=3575 C=5931 X=907466580 Y=1382536398 Z=37021673260 M=6617
A=3176 B=3949 C=6095 X=663242345 Y=7564080899 Z=41625701479 M=9847
A=5867 B=3734 C=8987 X=940648750 Y=1239170738 Z=85902249207 M=2750
A=4906 B=9136 C=5366 X=173304424 Y=3384955388 Z=98749268391 M=6351
A=6886 B=6806 C=9294 X=426244049 Y=7862730645 Z=71190648746 M=1081
A=4715 B=4506 C=9151 X=197756845 Y=8022008601 Z=43182694302 M=8328
A=7061 B=5407 C=6853 X=467818357 Y=7730754602 Z=46109732142 M=5966
A=8107 B=5120 C=7156 X=367666172 Y=8919354541 Z=47319684859 M=3814
A=8410 B=4320 C=5276 X=241565083 Y=2892583312 Z=18455511059 M=8716
A=9560 B=6407 C=5375 X=697272452 Y=8561185932 Z=25718876456 M=8072
A=7477 B=7488 C=6870 X=308572674 Y=8799584909 Z=29807484444 M=8524
A=2540 B=5188 C=5938 X=548397413 Y=7202443508 Z=72311629058 M=3697
A=3232 B=9487 C=7785 X=112448116 Y=4999196880 Z=18691006407 M=7812
A=4577 B=9619 C=9797 X=130123530 Y=5386057390 Z=15777466718 M=7451
A=5136 B=5862 C=8176 X=397108163 Y=4863880854 Z=14430087585 M=2328
A=5910 B=8243 C=8187 X=974761421 Y=2359592824 Z=17074504100 M=5392
A=8507 B=6099 C=9323 X=206410704 Y=3668125880 Z=32975447155 M=2396
A=9551 B=4990 C=5566 X=732359295 Y=2423010819 Z=12059535955 M=2092
A=6962 B=3166 C=9383 X=408425830 Y=1631440913 Z=79095258218 M=5298
A=5838 B=3970 C=7577 X=534080741 Y=7071761401 Z=62106136399 M=4011
A=9678 B=7644 C=8522 X=895481304 Y=2373062258 Z=22206359166 M=4163
A=3330 B=7159 C=8518 X=771883592 Y=9108986512 Z=98483184211 M=9155
A=7908 B=5508 C=8370 X=787473698 Y=4683424579 Z=20066373306 M=8375
A=8419 B=9407 C=7985 X=972195866 Y=1858782693 Z=77463196849 M=4779
A=3424 B=7767 C=7425 X=327566313 Y=6859006413 Z=53598902753 M=5611
A=3082 B=9494 C=7322 X=478589135 Y=7263016307 Z=27437888928 M=5322
A=3971 B=6073 C=8506 X=896985605 Y=3757053996 Z=26783780178 M=5140
A=6721 B=7330 C=6428 X=443816401 Y=7610273492 Z=99338394105 M=6397
A=4797 B=6244 C=7141 X=370960339 Y=6660496328 Z=36951436739 M=7046
A=4029 B=7703 C=5005 X=359537251 Y=7512460351 Z=62796795828 M=3987
A=4586 B=7624 C=8722 X=804125353 Y=9989520877 Z=76334953132 M=1796
A=3712 B=8147 C=5116 X=297878277 Y=8646033387 Z=74817233563 M=8042
A=2332 B=3504 C=5867 X=839250363 Y=2375650162 Z=74473680727 M=7401
A=9336 B=7177 C=7435 X=581238363 Y=4694808432 Z=85430342915 M=6679
A=7940 B=7451 C=6494 X=120310137 Y=6828056557 Z=86804145526 M=2175
A=5827 B=8970 C=9652 X=841867111 Y=8453899788 Z=86693169691 M=8394
A=8432 B=6932 C=7338 X=195094236 Y=1416263472 Z=87020063777 M=6752
A=9533 B=3786 C=8285 X=998061363 Y=3965228850 Z=62504816298 M=3485
A=7904 B=8776 C=8401 X=182106713 Y=6149901068 Z=87105085449 M=4204
A=2697 B=3418 C=5540 X=380283618 Y=1338256311 Z=77863909649 M=4103
A=6521 B=4303 C=5866 X=105620866 Y=6989758288 Z=69133485701 M=7744
A=8325 B=4161 C=5801 X=211917100 Y=3014816772 Z=53330693437 M=8624
A=4481 B=3195 C=8812 X=880382753 Y=9627693354 Z=99818561381 M=5637
A=7255 B=4048 C=7182 X=350443870 Y=6657820643 Z=86372701056 M=4793
A=6059 B=9858 C=8008 X=392248475 Y=2829432475 Z=20717643414 M=6389
A=5673 B=3241 C=7573 X=379144000 Y=2104554192 Z=52129702497 M=1885
A=3043 B=6423 C=6284 X=997601751 Y=7355400636 Z=56294927037 M=4784
A=4459 B=4230 C=9961 X=444338339 Y=9734087773 Z=61343220691 M=7716
A=3835 B=8475 C=5176 X=973946864 Y=8483702306 Z=29696003820 M=6114
A=6693 B=8204 C=7607 X=687826389 Y=3994954072 Z=40030199862 M=3451
A=2752 B=7028 C=5056 X=432793998 Y=3857254969 Z=92278537672 M=8434
A=9296 B=4150 C=8187 X=426532005 Y=6459457725 Z=91056794475 M=2061
A=3435 B=6403 C=5845 X=333672857 Y=3820903087 Z=18726561648 M=8720
A=2841 B=7327 C=9393 X=889457055 Y=5666846725 Z=34836964803 M=6638
A=7926 B=5315 C=6960 X=613567522 Y=3586943442 Z=11939604650 M=5944
A=2586 B=6375 C=9203 X=936250014 Y=9763499962 Z=35091791534 M=8871
A=8291 B=3200 C=7012 X=424519932 Y=2196903402 Z=10105221814 M=4979
A=5942 B=5164 C=8111 X=971449019 Y=4612289900 Z=10011577296 M=4314
A=4269 B=5118 C=9948 X=368117061 Y=7789623266 Z=36475860262 M=5913
A=2820 B=5859 C=6883 X=957942234 Y=7584541858 Z=67713105301 M=7391
A=4513 B=4090 C=7264 X=482655437 Y=6676245430 Z=48668571229 M=9034
A=8272 B=3657 C=5593 X=175866253 Y=2483522877 Z=58734704182 M=5672
A=7806 B=5104 C=9623 X=479263655 Y=4075112427 Z=75374514283 M=3483
A=7097 B=4775 C=9646 X=619811539 Y=5952352956 Z=27982255228 M=2492
A=2143 B=5688 C=8428 X=376868747 Y=4280185317 Z=10270999558 M=6442
A=5780 B=6959 C=8256 X=324248847 Y=1681007865 Z=38686549818 M=8912
A=9050 B=4248 C=5263 X=621041081 Y=5319140544 Z=71641827970 M=1072
A=7893 B=4834 C=5913 X=818636299 Y=6322471841 Z=65900814172 M=8807
A=5188 B=4288 C=9920 X=470268252 Y=2897418312 Z=49151247521 M=8258
A=8598 B=6413 C=9095 X=866980315 Y=3954184166 Z=33620133017 M=9289
A=7182 B=9819 C=8328 X=349380243 Y=2932041165 Z=36546669919 M=6498
A=3522 B=5488 C=7527 X=973409037 Y=7883527099 Z=96853521990 M=5477
A=7094 B=3038 C=8125 X=218649057 Y=8063806694 Z=64133437094 M=5252
A=8015 B=6147 C=9612 X=198176664 Y=1994919418 Z=97710245380 M=6097
A=7585 B=6294 C=6516 X=326723664 Y=1108748319 Z=23413785313 M=4166
A=6184 B=5771 C=8372 X=836091247 Y=4827144731 Z=88200564098 M=6790
A=3051 B=9342 C=5819 X=242109819 Y=4104936742 Z=42582930534 M=8472
A=8457 B=8222 C=7429 X=925651933 Y=2666052244 Z=29519811581 M=9563
A=5875 B=5929 C=5488 X=133153735 Y=8950206994 Z=31270651554 M=7844
A=2849 B=4216 C=5996 X=661431150 Y=3368299281 Z=53581878402 M=2866
A=5678 B=8549 C=6637 X=874381325 Y=5643634799 Z=47206204546 M=6931
A=6359 B=6464 C=5600 X=884443050 Y=4224151781 Z=58878007860 M=4586
A=5773 B=4173 C=7790 X=101377595 Y=8091871576 Z=62531655100 M=4988
A=6795 B=9856 C=8416 X=129275334 Y=2176490278 Z=11459042959 M=5967
A=8818 B=6132 C=5786 X=202177644 Y=3867266165 Z=18884745093 M=3664
A=6015 B=4315 C=7567 X=839685770 Y=8983075644 Z=34735922925 M=3824
A=4238 B=7223 C=8583 X=283123283 Y=9551458892 Z=66746462385 M=8974
A=5117 B=8389 C=5923 X=689615023 Y=8466448293 Z=20734272075 M=3556
A=9591 B=7617 C=8000 X=745404571 Y=2455524333 Z=10093414177 M=4733
A=3143 B=8791 C=9477 X=404634325 Y=1350043252 Z=29720657313 M=7039
A=8896 B=4936 C=8836 X=121679859 Y=6889580630 Z=55268500658 M=3972
A=9770 B=7468 C=5339 X=533918204 Y=1210925620 Z=78078931286 M=9034
A=4187 B=3604 C=8590 X=182893309 Y=8946991854 Z=59407348920 M=4003
A=2552 B=8123 C=8587 X=855489045 Y=7229006014 Z=21500145986 M=1394
A=9527 B=5254 C=6606 X=165778488 Y=2085252131 Z=52331955632 M=4207
A=3186 B=5071 C=5908 X=996167945 Y=5467012418 Z=96625603676 M=7459
A=6904 B=3656 C=5072 X=348544813 Y=5264756531 Z=11799483072 M=8802
A=9238 B=6298 C=8407 X=220672337 Y=6296540289 Z=14437496617 M=6497
A=3009 B=3469 C=8799 X=457207483 Y=5118908875 Z=43521173638 M=2437
A=2955 B=6114 C=5656 X=114998674 Y=2936880810 Z=13446128723 M=8415
A=8076 B=6349 C=5237 X=264248912 Y=9956040654 Z=84377689739 M=5784
A=9732 B=6881 C=7387 X=652303115 Y=5097944191 Z=39295165542 M=6444
A=2961 B=9356 C=5966 X=293707898 Y=4299462315 Z=30533965181 M=7824
A=6208 B=4927 C=9177 X=999244436 Y=1654276462 Z=70598893959 M=6571
A=4313 B=8373 C=6174 X=740015257 Y=6583737135 Z=25483733606 M=2491
A=2013 B=8018 C=7933 X=131559366 Y=3293928672 Z=16758245973 M=2908
A=8152 B=9307 C=6724 X=469079314 Y=5113924701 Z=73625666434 M=3971
A=7989 B=4042 C=7240 X=846598528 Y=5368705575 Z=79756179382 M=8504
A=8890 B=3094 C=6649 X=628821824 Y=7610603429 Z=25725671935 M=4385
A=8883 B=4475 C=9612 X=254890116 Y=7507175015 Z=76658066356 M=7912
A=3641 B=7451 C=5027 X=519856948 Y=9446715850 Z=96070629089 M=1523
A=8223 B=7582 C=7158 X=409104603 Y=4286642255 Z=95965109679 M=9086
A=2666 B=6820 C=7400 X=897687363 Y=4431179097 Z=86575454136 M=3612
A=4789 B=4707 C=6825 X=682595595 Y=2226364102 Z=72826641378 M=8491
A=9543 B=8638 C=7519 X=356672172 Y=4140803154 Z=42264730432 M=9018
A=7064 B=3461 C=8943 X=532456140 Y=9468265477 Z=32873820900 M=9798
A=7526 B=7649 C=8765 X=694487488 Y=6562117249 Z=59930428884 M=1497
A=5183 B=8918 C=5470 X=968551579 Y=3064261094 Z=48174775590 M=2622
A=5836 B=3526 C=7397 X=523477221 Y=4789668925 Z=57305996296 M=3501
A=4551 B=6029 C=9975 X=792363151 Y=1985422608 Z=89869135600 M=7156
A=9613 B=3594 C=6911 X=712175888 Y=1775213671 Z=85823608332 M=2352
A=9071 B=9216 C=9131 X=733721239 Y=2330591500 Z=43476387367 M=3338
A=8473 B=3195 C=8506 X=905526865 Y=7961683562 Z=51317133258 M=6285
A=4574 B=3066 C=7178 X=108513770 Y=7477393685 Z=15518630606 M=1923
A=3345 B=9378 C=6741 X=549105983 Y=7164616810 Z=45305492475 M=9622
A=8940 B=4762 C=7006 X=471078834 Y=7962434846 Z=58992623769 M=5572
A=8428 B=3400 C=5041 X=790357284 Y=2026486497 Z=40405551855 M=3303
A=4288 B=6740 C=6826 X=636471615 Y=3682668122 Z=33924416946 M=3668
A=2417 B=6304 C=7900 X=269385802 Y=7076987146 Z=76169214205 M=3609
A=5998 B=8052 C=8504 X=886567055 Y=1515130260 Z=16064487157 M=2589
A=2424 B=8113 C=7606 X=687681959 Y=3160570671 Z=77863860871 M=8850
A=6369 B=5482 C=5935 X=575242331 Y=1301660504 Z=92556342210 M=7375
A=2457 B=9231 C=7736 X=653899488 Y=3038506944 Z=95613488937 M=8008
A=6477 B=8552 C=7903 X=372811141 Y=7251152077 Z=93722978271 M=2813
A=9581 B=6085 C=9946 X=130113221 Y=7129557423 Z=74544715969 M=5721
A=9009 B=8976 C=6978 X=944716086 Y=5044458098 Z=33662589333 M=6087
A=5761 B=5743 C=6543 X=595865875 Y=4799349802 Z=29993924269 M=2521
A=3455 B=5941 C=9923 X=313063677 Y=4306347219 Z=38293341760 M=7617
A=3235 B=7721 C=7689 X=249896247 Y=8453665602 Z=74273934930 M=7503
A=3623 B=4548 C=6940 X=896167249 Y=3831327207 Z=24905817038 M=3127
A=6897 B=4809 C=8803 X=684763724 Y=5638997605 Z=57534914489 M=9969
A=7129 B=4431 C=6314 X=937221831 Y=6883892639 Z=76861675588 M=4704
A=8400 B=9491 C=7758 X=995682015 Y=7871343661 Z=36669359430 M=8910
A=9376 B=8603 C=6262 X=542594623 Y=7126077242 Z=66499880009 M=3176
A=5346 B=9948 C=6695 X=384355663 Y=3774925322 Z=94735529212 M=4621
A=2554 B=8846 C=5942 X=409329689 Y=2007552171 Z=27456969812 M=5079
A=2810 B=5577 C=7909 X=292590021 Y=9933726503 Z=53336894187 M=1499
A=5093 B=4406 C=6837 X=973718720 Y=9537187379 Z=47817355277 M=7984
A=8648 B=3781 C=6852 X=305270904 Y=8803218918 Z=37676602345 M=9906
A=4941 B=3990 C=5691 X=768284962 Y=7046717572 Z=83264722642 M=8335
A=2210 B=4932 C=5519 X=317373578 Y=4978558493 Z=92932831367 M=3163
A=9503 B=4730 C=7976 X=872765660 Y=2835731419 Z=66954709014 M=9380
A=5054 B=7929 C=5982 X=947037073 Y=5193396434 Z=72813575339 M=8223
A=4850 B=7401 C=7811 X=703742752 Y=7686011180 Z=35609435901 M=2729
A=6044 B=6086 C=6763 X=701934228 Y=8902806437 Z=61021326806 M=8410
A=4610 B=6466 C=9032 X=810858409 Y=5025176523 Z=43230075579 M=4178
A=3724 B=8592 C=9203 X=720673221 Y=5203641162 Z=66158748389 M=3395
A=5373 B=3616 C=9371 X=234915853 Y=7621213051 Z=78708056667 M=9972
A=7389 B=6881 C=5868 X=435738757 Y=2754015491 Z=28500701111 M=2169
A=9540 B=6767 C=5335 X=368737679 Y=9133126415 Z=49322919916 M=6462
A=7778 B=8454 C=8673 X=868829914 Y=1135361827 Z=26550924773 M=9156
A=5575 B=5611 C=5338 X=282476902 Y=7385023543 Z=25266195720 M=4339
A=2479 B=6801 C=8616 X=136516556 Y=2312766032 Z=48841760537 M=8549
A=8421 B=3868 C=6845 X=768647319 Y=2847804114 Z=97191407903 M=9870
A=3832 B=9202 C=8339 X=280467165 Y=9408444254 Z=97791819799 M=3470
A=3322 B=8240 C=6253 X=119119139 Y=2010103717 Z=83609976455 M=8468
A=6168 B=7918 C=5784 X=811478543 Y=8049378440 Z=25293472228 M=5656
A=9201 B=4427 C=5957 X=372361856 Y=4379281976 Z=92277360139 M=3078
A=8074 B=7407 C=5973 X=886335078 Y=9342814427 Z=41798236432 M=8914
A=5221 B=6028 C=8444 X=231845645 Y=8054778077 Z=85052932281 M=9565
A=6347 B=5508 C=5265 X=719309847 Y=3110306728 Z=55961039219 M=9325
A=9923 B=3430 C=7846 X=861510209 Y=7889480511 Z=84413176388 M=4909
A=2963 B=9318 C=9559 X=912635035 Y=4478449962 Z=76083270836 M=8334
A=2471 B=6943 C=7153 X=685162647 Y=5442411102 Z=54033510987 M=5799
A=8573 B=8937 C=8232 X=270970186 Y=5499459412 Z=66388330837 M=3140
A=7845 B=9989 C=5904 X=904955605 Y=1584512159 Z=48208394974 M=3239
A=3002 B=4036 C=9388 X=389620837 Y=3698612455 Z=22724701303 M=6183
A=9267 B=3766 C=6611 X=767695966 Y=3502898819 Z=77781085883 M=1768
A=3564 B=3005 C=5601 X=399624724 Y=4559774684 Z=96227486998 M=4048
A=8538 B=6153 C=8034 X=687605067 Y=2095859303 Z=37465076031 M=5120
A=4634 B=8385 C=6036 X=322662279 Y=6839584639 Z=57500956258 M=6797
A=2750 B=7758 C=5460 X=348388510 Y=7970856004 Z=79406903736 M=4319
A=9292 B=7722 C=8783 X=286333672 Y=6427630720 Z=59094194057 M=1628
A=3666 B=9456 C=7267 X=443691752 Y=3776610404 Z=79035284774 M=3461
A=7654 B=8363 C=9734 X=413555388 Y=1154808592 Z=83134881916 M=4963
A=5698 B=3709 C=8630 X=440744057 Y=5196223684 Z=55799391804 M=6823
A=8044 B=6071 C=5861 X=535389186 Y=8706566882 Z=33987984954 M=6123
A=8212 B=5398 C=9726 X=516664311 Y=2413457231 Z=99771955946 M=4887
A=2700 B=4682 C=5778 X=289735538 Y=5171899108 Z=75902463338 M=4206
A=7017 B=3717 C=8225 X=111516431 Y=3339675633 Z=49539444154 M=6686
A=3093 B=7328 C=6573 X=687904450 Y=6524471797 Z=24082404978 M=3331
A=7852 B=3260 C=9033 X=540509624 Y=8607199419 Z=80285461893 M=4836
A=4231 B=5670 C=7971 X=959084961 Y=3053522945 Z=28871983216 M=7028
A=5788 B=5698 C=8961 X=500340409 Y=7432673123 Z=99588498338 M=3997
A=9252 B=3550 C=9542 X=328303751 Y=7634915371 Z=68263722179 M=9138
A=7401 B=9453 C=9984 X=434971704 Y=4234871981 Z=48358870147 M=5404
A=3729 B=3407 C=6157 X=368291729 Y=8401933008 Z=46606842529 M=6309
A=6977 B=4554 C=8867 X=917451310 Y=6401531786 Z=76068272454 M=3321
A=4597 B=3552 C=6759 X=906289538 Y=2196060703 Z=59181831444 M=5609
A=3188 B=3637 C=9785 X=169867262 Y=5438201445 Z=13008764902 M=2802
A=4644 B=8633 C=7916 X=453272370 Y=5697920930 Z=28541483333 M=8904
A=9182 B=3749 C=9263 X=255940445 Y=2520857412 Z=38490969111 M=4276
A=6372 B=6971 C=8096 X=815695923 Y=4925227821 Z=44460522174 M=1228
A=5858 B=4928 C=7032 X=327736481 Y=8913521776 Z=48172643460 M=2267
A=9326 B=8681 C=9505 X=916564842 Y=4126239010 Z=92197913351 M=4598
A=5088 B=8029 C=8963 X=154469203 Y=6012509166 Z=70721008334 M=3482
A=7210 B=9120 C=8353 X=331808586 Y=7614759221 Z=45639305317 M=3411
A=8876 B=7271 C=5094 X=129355925 Y=7541408672 Z=30812693268 M=7630
A=7072 B=6575 C=8515 X=196788019 Y=8184593625 Z=65083786779 M=7614
A=6495 B=3491 C=7877 X=992324086 Y=5267172657 Z=18521344374 M=7930
A=5575 B=4699 C=5152 X=977701046 Y=6908027405 Z=52572098220 M=6934
A=3596 B=4934 C=5565 X=646322199 Y=9256291144 Z=37993433673 M=6607
A=2864 B=3397 C=7713 X=779679642 Y=7171373214 Z=56421566425 M=2922
A=6282 B=3278 C=5046 X=109225100 Y=9361659639 Z=70832850456 M=9871
A=4608 B=8757 C=9457 X=968850581 Y=2004864190 Z=53614985564 M=4078
A=9872 B=6708 C=8923 X=449001347 Y=7438358069 Z=49849421527 M=2837
A=4617 B=9622 C=5645 X=803664984 Y=9041819015 Z=39080910634 M=2681
A=3787 B=4673 C=6696 X=533586143 Y=7137024701 Z=35806309974 M=6752
A=6541 B=6398 C=9538 X=901606967 Y=5685277527 Z=71564350522 M=9261
A=2597 B=6663 C=5541 X=151459218 Y=2287091499 Z=15234643263 M=5626
A=5104 B=8141 C=5318 X=870935012 Y=5817204910 Z=40283945187 M=5531
A=9785 B=7557 C=7048 X=476080824 Y=1187718234 Z=21050769509 M=4202
A=4739 B=9174 C=5744 X=484853379 Y=4553216400 Z=35536831324 M=9465
A=3447 B=8635 C=6075 X=490322730 Y=8430660976 Z=78424573945 M=5438
A=2670 B=9499 C=8357 X=502367948 Y=8009494213 Z=28999513321 M=9598
A=5462 B=9165 C=9151 X=551042176 Y=4312066444 Z=48989092293 M=3227
A=6489 B=7105 C=7761 X=247877188 Y=5814768979 Z=52688194524 M=3850
A=8571 B=3425 C=9429 X=803193489 Y=6984723882 Z=42014617191 M=6730
A=9705 B=8467 C=8267 X=624061311 Y=2275084918 Z=43214046904 M=8172
A=4695 B=6140 C=9230 X=622667406 Y=7514958349 Z=43157667828 M=8228
A=4779 B=6965 C=7955 X=364901532 Y=8602498636 Z=54896215703 M=7171
A=9542 B=3991 C=9387 X=532388778 Y=6940770294 Z=62318439922 M=5585
A=4213 B=8521 C=6994 X=600680336 Y=7358926229 Z=99498287697 M=5964
A=8316 B=4031 C=9250 X=912684391 Y=7189874912 Z=17405310653 M=6931
A=4764 B=6792 C=8881 X=364636814 Y=6118608604 Z=96996587068 M=1217
A=7822 B=4735 C=7982 X=378004916 Y=6568061586 Z=61670695734 M=7230
A=4317 B=5350 C=6400 X=831348710 Y=3837523539 Z=37305557002 M=4390
A=4394 B=8825 C=5350 X=184257942 Y=8028812775 Z=84310809218 M=9829
A=7976 B=6414 C=5440 X=833076708 Y=9002059805 Z=15535999495 M=1361
A=8701 B=8519 C=7318 X=470186626 Y=6029495750 Z=19158241606 M=3711
A=9615 B=4341 C=9431 X=374416707 Y=9934980448 Z=34466175464 M=1104
A=3757 B=6360 C=8696 X=629206773 Y=8360454539 Z=22971272113 M=8313
A=4463 B=9068 C=9398 X=246015217 Y=5301433368 Z=88294492216 M=3467
A=5924 B=4923 C=5892 X=465820543 Y=6104708311 Z=93614832551 M=8066
A=6333 B=7036 C=5390 X=791058239 Y=2512587371 Z=39524297204 M=9909
A=2699 B=3434 C=7921 X=678450477 Y=7428443653 Z=71879929236 M=9847
A=2529 B=8114 C=6792 X=245835845 Y=6476853488 Z=55064086405 M=8373
A=6697 B=7805 C=8518 X=480566542 Y=3873098763 Z=29458621544 M=3997
A=4523 B=8516 C=5619 X=708010305 Y=5054640861 Z=77190612357 M=8957
A=5399 B=3276 C=9746 X=257393796 Y=3050562692 Z=50283880136 M=8852
A=5815 B=8553 C=6036 X=712728395 Y=5493404963 Z=85473508840 M=4935
A=9480 B=9682 C=8667 X=303619572 Y=6537550934 Z=22672556561 M=6392
A=2361 B=3290 C=5530 X=619689908 Y=6575714992 Z=32126370539 M=6094
A=6913 B=8216 C=7193 X=921447689 Y=1031367774 Z=79097277085 M=2250
A=6370 B=3164 C=5223 X=416321026 Y=7635935000 Z=64330188444 M=3968
A=6216 B=3678 C=7982 X=748826142 Y=8006660380 Z=31573394741 M=5435
A=7622 B=8423 C=9213 X=860928382 Y=6333174693 Z=60501247600 M=9743
A=9584 B=9867 C=8829 X=609027677 Y=5810275339 Z=67766851436 M=1002
A=7090 B=8928 C=9274 X=288454272 Y=3725973292 Z=59776060943 M=8108
A=3696 B=3990 C=9751 X=506719082 Y=8798421303 Z=34156692857 M=5228
A=4436 B=4176 C=5558 X=434941422 Y=9794613395 Z=36722056340 M=3828
A=7194 B=5114 C=5209 X=909136470 Y=7413593214 Z=97084238823 M=9035
A=3134 B=7290 C=8128 X=554531095 Y=7676126468 Z=41342218363 M=4666
A=2629 B=6187 C=9218 X=553563740 Y=8024746761 Z=60505572203 M=5960
A=9143 B=9618 C=8201 X=322097578 Y=8068145702 Z=28842861211 M=7550
A=2754 B=3426 C=9982 X=856831192 Y=2148799909 Z=26214787296 M=9669
A=4430 B=5642 C=6659 X=483005867 Y=7109477573 Z=81442300763 M=7102
A=7786 B=3830 C=7029 X=715171440 Y=4035790252 Z=96490732011 M=6930
A=4662 B=4044 C=8708 X=787091061 Y=7444319250 Z=72924441696 M=1855
A=5288 B=7108 C=7228 X=535912863 Y=3525287160 Z=19544634496 M=1421
A=6325 B=9544 C=8724 X=598244119 Y=3346267479 Z=97702631538 M=6087
A=8847 B=6349 C=9759 X=221642402 Y=8623452073 Z=67135823767 M=9056
A=6551 B=8983 C=5463 X=946509750 Y=4304061171 Z=97191362928 M=7541
A=8564 B=3606 C=7833 X=406171926 Y=5833097065 Z=35517427473 M=7463
A=2000 B=4000 C=8000 X=707829789 Y=1845269529 Z=56706555200 M=2000
A=3994 B=5076 C=9585 X=407910491 Y=6058356333 Z=53624032040 M=9730
A=3581 B=9413 C=5575 X=929499731 Y=7043208427 Z=69294264248 M=4206
A=7969 B=6570 C=9081 X=944206208 Y=3449488880 Z=82347225773 M=5329
A=3071 B=7402 C=7089 X=862953150 Y=9603144894 Z=58643181486 M=8921
A=9483 B=3344 C=8186 X=537830453 Y=5856833199 Z=58703837307 M=2503
A=5405 B=9886 C=5039 X=186355219 Y=7484467129 Z=68863763198 M=8907
A=4346 B=9343 C=5546 X=930198225 Y=9544859980 Z=64676212526 M=3563
A=7928 B=6087 C=5502 X=740324452 Y=7069369346 Z=99713340568 M=8141
A=5318 B=3564 C=7132 X=829585737 Y=4091164534 Z=57069327397 M=4454
A=9240 B=4004 C=9036 X=131291663 Y=7673117849 Z=13697434225 M=1161
A=2597 B=7579 C=8997 X=852108809 Y=4141259788 Z=92014512963 M=9548
A=3484 B=7192 C=8103 X=396465991 Y=8708958968 Z=50347188694 M=8082
